&	CCONJ	&
woman	NOUN	woman
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
You	PRON	you
must	AUX	must
be	AUX	be
tired	ADJ	tired
after	ADP	after
your	PRON	your
journey	NOUN	journey
.	PUNCT	.
You	PRON	you
'd	AUX	would
like	VERB	like
to	PART	to
change	VERB	change
into	ADP	into
a	DET	a
tea	NOUN	tea
-	PUNCT	-
gown	NOUN	gown
,	PUNCT	,
would	AUX	would
n't	PART	not
you	PRON	you
?	PUNCT	?
Caroline	PROPN	Caroline
is	AUX	be
quite	DET	quite
a	DET	a
good	ADJ	good
maid	NOUN	maid
.	PUNCT	.
I	PRON	I
'll	AUX	will
send	VERB	send
her	PRON	she
and	CCONJ	and
your	PRON	your
box	NOUN	box
up	ADP	up
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
made	VERB	make
a	DET	a
movement	NOUN	movement
to	PART	to
go	VERB	go
,	PUNCT	,
but	CCONJ	but
the	DET	the
elder	ADJ	eld
woman	NOUN	woman
restrained	VERB	restrain
her	PRON	she
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
think	VERB	think
I	PRON	I
'd	AUX	would
rather	ADV	rather
talk	VERB	talk
first	ADV	first
.	PUNCT	.
We	PRON	we
've	AUX	have
got	VERB	get
a	DET	a
good	ADV	good
many	ADJ	many
things	NOUN	thing
to	PART	to
talk	VERB	talk
about	ADP	about
,	PUNCT	,
have	AUX	have
n't	PART	not
we	PRON	we
?	PUNCT	?
Wo	AUX	will
n't	PART	not
you	PRON	you
sit	VERB	sit
down	ADP	down
?	PUNCT	?
""""	PUNCT	""""
Julia	PROPN	Julia
patted	VERB	pat
the	DET	the
clean	ADJ	clean
counterpane	NOUN	counterpane
in	ADP	in
further	ADJ	further
invitation	NOUN	invitation
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
're	AUX	be
very	ADV	very
kind	ADJ	kind
,	PUNCT	,
Mrs.	PROPN	Mrs.
Cavendish	PROPN	Cavendish
.	PUNCT	.
""""	PUNCT	""""
Aliette	PROPN	Aliette
,	PUNCT	,
still	ADV	still
standing	VERB	stand
,	PUNCT	,
shook	VERB	shake
her	PRON	she
head	NOUN	head
ever	ADV	ever
so	ADV	so
slightly	ADV	slightly
,	PUNCT	,
as	ADP	as
one	NUM	one
refusing	VERB	refuse
a	DET	a
gift	NOUN	gift
.	PUNCT	.
""""	PUNCT	""""
Too	ADV	too
kind	ADJ	kind
.	PUNCT	.
And	CCONJ	and
I	PRON	I
'm	AUX	be
glad	ADJ	glad
you	PRON	you
've	AUX	have
forgiven	VERB	forgive
Ronnie	PROPN	Ronnie
.	PUNCT	.
But	CCONJ	but
you	PRON	you
need	VERB	need
n't	PART	not
,	PUNCT	,
really	ADV	really
you	PRON	you
need	AUX	need
n't	PART	not
forgive	VERB	forgive
me	PRON	I
.	PUNCT	.
You	PRON	you
came	VERB	come
to	PART	to
see	VERB	see
your	PRON	your
son	NOUN	son
,	PUNCT	,
not	PART	not
your	PRON	your
"son's""--she"	PRON	"son's""--she"
"hesitated--""lady"	NOUN	"hesitated--""lady"
-	PUNCT	-
love	NOUN	love
.	PUNCT	.
I	PRON	I
'm	AUX	be
quite	ADV	quite
willing	ADJ	willing
to	PART	to
--	PUNCT	--
to	PART	to
efface	VERB	efface
myself	PRON	myself
as	ADV	as
long	ADV	long
as	ADP	as
you	PRON	you
're	AUX	be
here	ADV	here
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
smiled	VERB	smile
proudly	ADV	proudly
.	PUNCT	.
""""	PUNCT	""""
Though	SCONJ	though
,	PUNCT	,
as	ADP	as
it	PRON	it
's	AUX	be
rather	ADV	rather
a	DET	a
tiny	ADJ	tiny
cottage	NOUN	cottage
,	PUNCT	,
you	PRON	you
must	AUX	must
n't	PART	not
mind	VERB	mind
seeing	VERB	see
me	PRON	I
occasionally	ADV	occasionally
.	PUNCT	.
""""	PUNCT	""""
Her	PRON	her
favorite	ADJ	favorite
word	NOUN	word
""""	PUNCT	""""
Rubbish	NOUN	rubbish
!	PUNCT	!
""""	PUNCT	""""
rose	VERB	rise
to	ADP	to
Julia	PROPN	Julia
's	PART	's
lips	NOUN	lip
;	PUNCT	;
but	CCONJ	but
was	AUX	be
instantly	ADV	instantly
repressed	ADJ	repressed
.	PUNCT	.
Proud	ADJ	proud
herself	PRON	herself
,	PUNCT	,
she	PRON	she
could	AUX	could
both	DET	both
respect	VERB	respect
and	CCONJ	and
sympathize	VERB	sympathize
with	ADP	with
the	DET	the
pride	NOUN	pride
in	ADP	in
the	DET	the
other	ADJ	other
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
'm	AUX	be
wondering	VERB	wonder
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
after	ADP	after
a	DET	a
pause	NOUN	pause
,	PUNCT	,
""""	PUNCT	""""
just	ADV	just
how	SCONJ	how
much	ADV	much
my	PRON	my
son	NOUN	son
's	PART	's
lady	NOUN	lady
-	PUNCT	-
love	NOUN	love
loves	VERB	love
my	PRON	my
son	NOUN	son
.	PUNCT	.
""""	PUNCT	""""
At	ADP	at
that	DET	that
,	PUNCT	,
Aliette	PROPN	Aliette
's	PART	's
eyes	NOUN	eye
suffused	VERB	suffuse
.	PUNCT	.
But	CCONJ	but
she	PRON	she
could	AUX	could
make	VERB	make
no	DET	no
reply	NOUN	reply
,	PUNCT	,
and	CCONJ	and
Julia	PROPN	Julia
went	VERB	go
on	ADP	on
:	PUNCT	:
""""	PUNCT	""""
My	PRON	my
dear	NOUN	dear
,	PUNCT	,
do	AUX	do
you	PRON	you
think	VERB	think
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
how	SCONJ	how
much	ADV	much
you	PRON	you
care	VERB	care
for	ADP	for
him	PRON	he
?	PUNCT	?
Do	AUX	do
you	PRON	you
think	VERB	think
I	PRON	I
do	AUX	do
n't	PART	not
realize	VERB	realize
that	SCONJ	that
you	PRON	you
have	AUX	have
made	VERB	make
him	PRON	he
happy	ADJ	happy
?	PUNCT	?
Happier	ADJ	happy
than	ADP	than
I	PRON	I
ever	ADV	ever
did	AUX	do
.	PUNCT	.
Wo	AUX	will
n't	PART	not
you	PRON	you
make	VERB	make
me	PRON	I
happy	ADJ	happy
too	ADV	too
?	PUNCT	?
Wo	AUX	will
n't	PART	not
you	PRON	you
try	VERB	try
and	CCONJ	and
care	VERB	care
,	PUNCT	,
just	ADV	just
a	DET	a
little	ADJ	little
,	PUNCT	,
for	ADP	for
me	PRON	I
--	PUNCT	--
for	ADP	for
Ronnie	PROPN	Ronnie
's	PART	's
mother	NOUN	mother
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
n't	PART	not
,	PUNCT	,
please	INTJ	please
do	AUX	do
n't	PART	not
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
proud	ADJ	proud
lips	NOUN	lip
trembled	VERB	tremble
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
hurts	VERB	hurt
me	PRON	I
that	SCONJ	that
you	PRON	you
--	PUNCT	--
that	SCONJ	that
you----	PRON	you----
""""	PUNCT	""""
And	CCONJ	and
suddenly	ADV	suddenly
,	PUNCT	,
impulsively	ADV	impulsively
,	PUNCT	,
Aliette	PROPN	Aliette
was	AUX	be
on	ADP	on
her	PRON	she
knees	NOUN	knee
--	PUNCT	--
her	PRON	her
head	NOUN	head
bowed	VERB	bow
,	PUNCT	,
her	PRON	her
shoulders	NOUN	shoulder
shaking	VERB	shake
to	ADP	to
the	DET	the
sobs	NOUN	sob
that	PRON	that
had	AUX	have
broken	VERB	break
pride	NOUN	pride
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
love	VERB	love
"him""--the"	PRON	"him""--the"
words	NOUN	word
,	PUNCT	,
tear	NOUN	tear
-	PUNCT	-
choked	VERB	choke
,	PUNCT	,
were	AUX	be
scarcely	ADV	scarcely
"audible--""I"	PUNCT	"audible--""I"
adore	VERB	adore
him	PRON	he
.	PUNCT	.
I	PRON	I
'd	AUX	would
kill	VERB	kill
myself	PRON	myself
to	ADP	to
-	PUNCT	-
morrow	NOUN	morrow
if	SCONJ	if
I	PRON	I
thought	VERB	think
it	PRON	it
would	AUX	would
be	AUX	be
for	ADP	for
Ronnie	PROPN	Ronnie
's	PART	's
good	NOUN	good
.	PUNCT	.
I	PRON	I
never	ADV	never
meant	VERB	mean
,	PUNCT	,
I	PRON	I
never	ADV	never
meant	VERB	mean
to	PART	to
come	VERB	come
between	ADP	between
you	PRON	you
and	CCONJ	and
him	PRON	he
.	PUNCT	.
I	PRON	I
never	ADV	never
intended	VERB	intend
that	SCONJ	that
"you""--the"	PRON	"you""--the"
brown	ADJ	brown
head	NOUN	head
lifted	VERB	lift
,	PUNCT	,
the	DET	the
brown	ADJ	brown
eyes	NOUN	eye
gazed	VERB	gaze
up	ADP	up
into	ADP	into
Julia	PROPN	Julia
's	PART	's
"blue--""that"	PUNCT	"blue--""that"
you	PRON	you
should	AUX	should
have	AUX	have
to	PART	to
know	VERB	know
me	PRON	I
until	ADP	until
--	PUNCT	--
until	ADP	until
things	NOUN	thing
were	AUX	be
put	VERB	put
right	ADV	right
.	PUNCT	.
You	PRON	you
needn't	ADV	needn't
--	PUNCT	--
after	ADP	after
this	DET	this
.	PUNCT	.
I	PRON	I
'll	AUX	will
be	AUX	be
quite	ADV	quite
content	ADJ	content
--	PUNCT	--
if	SCONJ	if
you	PRON	you
'll	AUX	will
let	VERB	let
him	PRON	he
come	VERB	come
to	ADP	to
me	PRON	I
--	PUNCT	--
sometimes	ADV	sometimes
--	PUNCT	--
to	PART	to
take	VERB	take
a	DET	a
little	ADJ	little
house	NOUN	house
--	PUNCT	--
to	PART	to
wait	VERB	wait
for	ADP	for
him	PRON	he
.	PUNCT	.
I	PRON	I
do	AUX	do
n't	PART	not
want	VERB	want
you	PRON	you
to	PART	to
be	AUX	be
--	PUNCT	--
mixed	VERB	mix
up	ADP	up
in	ADP	in
things	NOUN	thing
you	PRON	you
hate	VERB	hate
.	PUNCT	.
I	PRON	I
do	AUX	do
n't	PART	not
want	VERB	want
to	PART	to
--	PUNCT	--
to	PART	to
flaunt	VERB	flaunt
myself	PRON	myself
with	ADP	with
your	PRON	your
son	NOUN	son
.	PUNCT	.
""""	PUNCT	""""
Said	VERB	say
Julia	PROPN	Julia
Cavendish	PROPN	Cavendish
,	PUNCT	,
speaking	VERB	speak
stiffly	ADV	stiffly
lest	ADP	lest
the	DET	the
tears	NOUN	tear
blind	VERB	blind
her	PRON	she
:	PUNCT	:
""""	PUNCT	""""
You	PRON	you
have	AUX	have
n't	PART	not
answered	VERB	answer
my	PRON	my
question	NOUN	question
,	PUNCT	,
Aliette	PROPN	Aliette
.	PUNCT	.
I	PRON	I
may	AUX	may
call	VERB	call
you	PRON	you
Aliette	PROPN	Aliette
,	PUNCT	,
may	AUX	may
n't	PART	not
I	PRON	I
?	PUNCT	?
You	PRON	you
have	AUX	have
n't	PART	not
yet	ADV	yet
told	VERB	tell
me	PRON	I
whether	SCONJ	whether
you	PRON	you
could	AUX	could
care	VERB	care
for	ADP	for
--	PUNCT	--
Ronnie	PROPN	Ronnie
's	PART	's
mother	NOUN	mother
?	PUNCT	?
""""	PUNCT	""""
For	ADP	for
answer	NOUN	answer
,	PUNCT	,
Aliette	PROPN	Aliette
took	VERB	take
one	NUM	one
of	ADP	of
the	DET	the
old	ADJ	old
hands	NOUN	hand
between	ADP	between
her	PRON	her
two	NUM	two
youthful	ADJ	youthful
ones	NOUN	one
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
bowing	VERB	bow
her	PRON	her
head	NOUN	head
again	ADV	again
,	PUNCT	,
kissed	VERB	kiss
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
ought	AUX	ought
n't	PART	not
to	PART	to
forgive	VERB	forgive
me	PRON	I
.	PUNCT	.
You	PRON	you
ought	AUX	ought
n't	PART	not
to	PART	to
call	VERB	call
me	PRON	I
Aliette	PROPN	Aliette
,	PUNCT	,
""""	PUNCT	""""
whispered	VERB	whisper
""""	PUNCT	""""
that	DET	that
woman	NOUN	woman
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Ronnie	PROPN	Ronnie
will	AUX	will
be	AUX	be
so	ADV	so
furious	ADJ	furious
with	ADP	with
me	PRON	I
if	SCONJ	if
he	PRON	he
thinks	VERB	think
I	PRON	I
've	AUX	have
made	VERB	make
you	PRON	you
cry	VERB	cry
,	PUNCT	,
""""	PUNCT	""""
whispered	VERB	whisper
back	ADP	back
Ronnie	PROPN	Ronnie
's	PART	's
mother	NOUN	mother
;	PUNCT	;
and	CCONJ	and
leaning	VERB	lean
forward	ADV	forward
,	PUNCT	,
took	VERB	take
""""	PUNCT	""""
that	DET	that
woman	NOUN	woman
""""	PUNCT	""""
in	ADP	in
her	PRON	her
arms	NOUN	arm
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
What	PRON	what
those	DET	those
two	NUM	two
said	VERB	say
to	ADP	to
one	NUM	one
another	DET	another
,	PUNCT	,
in	ADP	in
the	DET	the
hushed	ADJ	hushed
half	ADJ	half
-	PUNCT	-
hour	NOUN	hour
while	SCONJ	while
Ronnie	PROPN	Ronnie
waited	VERB	wait
for	ADP	for
them	PRON	they
in	ADP	in
the	DET	the
tiny	ADJ	tiny
garden	NOUN	garden
and	CCONJ	and
Caroline	PROPN	Caroline
Staley	PROPN	Staley
busied	VERB	busy
herself	PRON	herself
over	ADP	over
the	DET	the
kitchen	NOUN	kitchen
fire	NOUN	fire
,	PUNCT	,
only	ADV	only
the	DET	the
bees	NOUN	bee
,	PUNCT	,
droning	VERB	drone
ceaselessly	ADV	ceaselessly
round	ADP	round
the	DET	the
clematis	NOUN	clemati
,	PUNCT	,
overheard	VERB	overhear
.	PUNCT	.
5	NUM	5
It	PRON	it
was	AUX	be
very	ADV	very
late	ADJ	late
for	ADP	for
Chilworth	PROPN	Chilworth
Cove	PROPN	Cove
:	PUNCT	:
past	ADP	past
ten	NUM	ten
o'clock	NOUN	o'clock
of	ADP	of
a	DET	a
dull	ADJ	dull
heavy	ADJ	heavy
night	NOUN	night
:	PUNCT	:
the	DET	the
stars	NOUN	star
veiled	VERB	veil
:	PUNCT	:
the	DET	the
purr	NOUN	purr
of	ADP	of
a	DET	a
torpid	ADJ	torpid
sea	NOUN	sea
coming	VERB	come
faint	ADV	faint
down	ADP	down
the	DET	the
Ghyll	PROPN	Ghyll
.	PUNCT	.
One	NUM	one
by	ADP	by
one	NUM	one
the	DET	the
lights	NOUN	light
in	ADP	in
the	DET	the
village	NOUN	village
windows	NOUN	window
had	AUX	have
been	AUX	be
extinguished	VERB	extinguish
.	PUNCT	.
But	CCONJ	but
light	NOUN	light
still	ADV	still
poured	VERB	pour
from	ADP	from
the	DET	the
windows	NOUN	window
of	ADP	of
Honeysuckle	PROPN	Honeysuckle
Cottage	PROPN	Cottage
;	PUNCT	;
and	CCONJ	and
through	ADP	through
the	DET	the
light	NOUN	light
-	PUNCT	-
motes	NOUN	mote
,	PUNCT	,
the	DET	the
smoke	NOUN	smoke
of	ADP	of
a	DET	a
man	NOUN	man
's	PART	's
cigar	NOUN	cigar
outcurled	VERB	outcurle
in	ADP	in
blue	ADJ	blue
seashell	NOUN	seashell
whorls	NOUN	whorl
that	PRON	that
hung	VERB	hang
long	ADJ	long
-	PUNCT	-
time	NOUN	time
--	PUNCT	--
meditative	ADJ	meditative
as	ADP	as
the	DET	the
man	NOUN	man
--	PUNCT	--
in	ADP	in
the	DET	the
windless	ADJ	windless
quiet	NOUN	quiet
.	PUNCT	.
Ronald	PROPN	Ronald
Cavendish	PROPN	Cavendish
threw	VERB	throw
the	DET	the
butt	NOUN	butt
of	ADP	of
his	PRON	his
cigar	NOUN	cigar
after	ADP	after
the	DET	the
smoke	NOUN	smoke
-	PUNCT	-
whorls	NOUN	whorl
,	PUNCT	,
and	CCONJ	and
turned	VERB	turn
to	ADP	to
the	DET	the
two	NUM	two
women	NOUN	woman
in	ADP	in
the	DET	the
room	NOUN	room
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
mater	NOUN	mater
's	AUX	be
right	ADJ	right
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
must	AUX	must
make	VERB	make
some	DET	some
move	NOUN	move
.	PUNCT	.
But	CCONJ	but
it	PRON	it
's	AUX	be
no	ADJ	no
earthly	ADJ	earthly
use	NOUN	use
writing	VERB	write
to	ADP	to
Jimmy	PROPN	Jimmy
.	PUNCT	.
Jimmy	PROPN	Jimmy
ca	AUX	can
n't	PART	not
help	VERB	help
us	PRON	we
.	PUNCT	.
The	DET	the
only	ADJ	only
thing	NOUN	thing
to	PART	to
be	AUX	be
done	VERB	do
is	AUX	be
for	ADP	for
me	PRON	I
to	PART	to
go	VERB	go
up	ADP	up
to	ADP	to
town	NOUN	town
and	CCONJ	and
see	VERB	see
H.	PROPN	H.
B.	PROPN	B.
myself	PRON	myself
.	PUNCT	.
""""	PUNCT	""""
Ever	ADV	ever
since	SCONJ	since
Caroline	PROPN	Caroline
had	AUX	have
cleared	VERB	clear
away	ADP	away
dinner	NOUN	dinner
,	PUNCT	,
they	PRON	they
had	AUX	have
been	AUX	be
discussing	VERB	discuss
the	DET	the
problem	NOUN	problem
of	ADP	of
Brunton	PROPN	Brunton
's	PART	's
inactivity	NOUN	inactivity
.	PUNCT	.
To	ADP	to
Aliette	PROPN	Aliette
,	PUNCT	,
pride	NOUN	pride
-	PUNCT	-
bound	VERB	bind
,	PUNCT	,
feeling	VERB	feel
herself	PRON	herself
--	PUNCT	--
despite	SCONJ	despite
the	DET	the
new	ADJ	new
alliance	NOUN	alliance
with	ADP	with
Julia	PROPN	Julia
Cavendish	PROPN	Cavendish
--	PUNCT	--
still	ADV	still
guilty	ADJ	guilty
,	PUNCT	,
still	ADV	still
the	DET	the
interloper	NOUN	interloper
,	PUNCT	,
it	PRON	it
seemed	VERB	seem
best	ADJ	good
that	SCONJ	that
they	PRON	they
should	AUX	should
wait	VERB	wait
.	PUNCT	.
Silently	ADV	silently
resenting	VERB	resent
,	PUNCT	,
yet	CCONJ	yet
chiding	VERB	chide
herself	PRON	herself
all	DET	all
the	DET	the
while	NOUN	while
for	ADP	for
her	PRON	her
resentment	NOUN	resentment
,	PUNCT	,
the	DET	the
whole	ADJ	whole
discussion	NOUN	discussion
,	PUNCT	,
she	PRON	she
had	AUX	have
held	VERB	hold
herself	PRON	herself
,	PUNCT	,
whenever	SCONJ	whenever
possible	ADJ	possible
,	PUNCT	,
aloof	ADJ	aloof
from	ADP	from
it	PRON	it
.	PUNCT	.
But	CCONJ	but
now	ADV	now
she	PRON	she
could	AUX	could
hold	VERB	hold
aloof	ADJ	aloof
no	ADV	no
longer	ADV	long
.	PUNCT	.
No	DET	no
coward	NOUN	coward
in	ADP	in
her	PRON	her
own	ADJ	own
love	NOUN	love
;	PUNCT	;
willing	VERB	will
,	PUNCT	,
for	ADP	for
herself	PRON	herself
,	PUNCT	,
to	PART	to
take	VERB	take
any	DET	any
and	CCONJ	and
all	DET	all
risks	NOUN	risk
;	PUNCT	;
the	DET	the
suggested	VERB	suggest
meeting	NOUN	meeting
filled	VERB	fill
her	PRON	she
with	ADP	with
apprehension	NOUN	apprehension
for	ADP	for
Ronnie	PROPN	Ronnie
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
beg	VERB	beg
you	PRON	you
not	PART	not
to	PART	to
do	AUX	do
that	DET	that
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
Why	SCONJ	why
not	PART	not
?	PUNCT	?
""""	PUNCT	""""
Ronnie	PROPN	Ronnie
laughed	VERB	laugh
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
ca	AUX	can
n't	PART	not
eat	VERB	eat
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
'd	AUX	would
so	ADV	so
much	ADV	much
rather	ADV	rather
you	PRON	you
did	AUX	do
n't	PART	not
.	PUNCT	.
Perhaps	ADV	perhaps
he	PRON	he
's	AUX	be
only	ADV	only
waiting	VERB	wait
because	SCONJ	because
of	ADP	of
some	DET	some
difficulty	NOUN	difficulty
,	PUNCT	,
some	DET	some
legal	ADJ	legal
difficulty	NOUN	difficulty
.	PUNCT	.
Would	AUX	would
n't	PART	not
it	PRON	it
be	AUX	be
better	ADJ	well
if	SCONJ	if
I	PRON	I
wrote	VERB	write
to	ADP	to
him	PRON	he
again	ADV	again
,	PUNCT	,
if	SCONJ	if
we	PRON	we
both	DET	both
wrote	VERB	write
to	ADP	to
him	PRON	he
?	PUNCT	?
After	ADV	after
all	ADV	all
,	PUNCT	,
we	PRON	we
must	AUX	must
n't	PART	not
forget	VERB	forget
"that""--she"	PRON	"that""--she"
stumbled	VERB	stumble
over	ADP	over
the	DET	the
"phrase--""we're"	NOUN	"phrase--""we're"
in	ADP	in
the	DET	the
wrong	NOUN	wrong
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Writing	NOUN	writing
wo	AUX	will
n't	PART	not
do	AUX	do
any	DET	any
good	NOUN	good
,	PUNCT	,
""""	PUNCT	""""
pronounced	VERB	pronounce
Julia	PROPN	Julia
.	PUNCT	.
""""	PUNCT	""""
Ninety	NUM	ninety
-	PUNCT	-
nine	NUM	nine
letters	NOUN	letter
out	ADP	out
of	ADP	of
every	DET	every
hundred	NUM	hundred
are	AUX	be
perfectly	ADV	perfectly
futile	ADJ	futile
.	PUNCT	.
The	DET	the
hundredth	ADJ	hundredth
--	PUNCT	--
is	AUX	be
usually	ADV	usually
an	DET	an
irrevocable	ADJ	irrevocable
mistake	NOUN	mistake
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
novelist	NOUN	novelist
,	PUNCT	,
rather	ADV	rather
pleased	ADJ	pleased
with	ADP	with
the	DET	the
epigram	NOUN	epigram
,	PUNCT	,
sat	VERB	sit
back	ADV	back
in	ADP	in
her	PRON	her
basketwork	NOUN	basketwork
chair	NOUN	chair
.	PUNCT	.
For	ADP	for
the	DET	the
first	ADJ	first
time	NOUN	time
since	SCONJ	since
her	PRON	her
quarrel	NOUN	quarrel
with	ADP	with
Ronnie	PROPN	Ronnie
,	PUNCT	,
she	PRON	she
had	AUX	have
regained	VERB	regain
that	DET	that
peculiar	ADJ	peculiar
power	NOUN	power
of	ADP	of
mental	ADJ	mental
detachment	NOUN	detachment
--	PUNCT	--
of	ADP	of
seeing	VERB	see
real	NOUN	real
personalities	NOUN	personality
,	PUNCT	,
her	PRON	her
own	ADJ	own
included	VERB	include
,	PUNCT	,
as	ADP	as
characters	NOUN	character
in	ADP	in
a	DET	a
book	NOUN	book
--	PUNCT	--
which	DET	which
is	AUX	be
the	DET	the
exclusive	ADJ	exclusive
property	NOUN	property
of	ADP	of
the	DET	the
literary	ADJ	literary
temperament	NOUN	temperament
.	PUNCT	.
""""	PUNCT	""""
All	DET	all
the	DET	the
same	ADJ	same
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
went	VERB	go
on	ADV	on
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
ca	AUX	can
n't	PART	not
help	VERB	help
feeling	VERB	feel
that	SCONJ	that
a	DET	a
personal	ADJ	personal
interview	NOUN	interview
would	AUX	would
be	AUX	be
risky	ADJ	risky
.	PUNCT	.
It	PRON	it
might	AUX	might
only	ADV	only
exacerbate	VERB	exacerbate
the	DET	the
position	NOUN	position
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Risky	ADJ	risky
or	CCONJ	or
not	PART	not
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
a	DET	a
determined	ADJ	determined
Ronnie	PROPN	Ronnie
,	PUNCT	,
""""	PUNCT	""""
it	PRON	it
's	AUX	be
the	DET	the
only	ADJ	only
possible	ADJ	possible
thing	NOUN	thing
to	PART	to
be	AUX	be
done	VERB	do
.	PUNCT	.
Unless	SCONJ	unless
H.	PROPN	H.
B.	PROPN	B.
files	VERB	file
his	PRON	his
petition	NOUN	petition
at	ADP	at
once	ADV	once
,	PUNCT	,
we	PRON	we
shall	AUX	shall
have	AUX	have
to	PART	to
wait	VERB	wait
the	DET	the
best	ADJ	good
part	NOUN	part
of	ADP	of
a	DET	a
year	NOUN	year
before	ADP	before
we	PRON	we
can	AUX	can
get	VERB	get
married	VERB	marry
.	PUNCT	.
And	CCONJ	and
remember	VERB	remember
,	PUNCT	,
we	PRON	we
have	AUX	have
n't	PART	not
only	ADV	only
ourselves	PRON	ourselves
to	PART	to
consider	VERB	consider
--	PUNCT	--
there	PRON	there
's	AUX	be
Aliette	PROPN	Aliette
's	PART	's
family	NOUN	family
.	PUNCT	.
_	PUNCT	_
They	PRON	they
'll	AUX	will
_	PUNCT	_
have	AUX	have
to	PART	to
be	AUX	be
told	VERB	tell
sooner	ADV	soon
or	CCONJ	or
later	ADV	later
.	PUNCT	.
Think	VERB	think
how	SCONJ	how
much	ADV	much
easier	ADJ	easy
it	PRON	it
would	AUX	would
be	AUX	be
if	SCONJ	if
we	PRON	we
could	AUX	could
tell	VERB	tell
them	PRON	they
that	SCONJ	that
everything	PRON	everything
was	AUX	be
properly	ADV	properly
arranged	VERB	arrange
.	PUNCT	.
""""	PUNCT	""""
Julia	PROPN	Julia
's	PART	's
newly	ADV	newly
-	PUNCT	-
regained	VERB	regain
detachment	NOUN	detachment
deserted	VERB	desert
her	PRON	she
.	PUNCT	.
Turning	VERB	turn
to	ADP	to
Aliette	PROPN	Aliette
,	PUNCT	,
she	PRON	she
asked	VERB	ask
nervously	ADV	nervously
:	PUNCT	:
""""	PUNCT	""""
But	CCONJ	but
do	AUX	do
n't	PART	not
_	PUNCT	_
your	PRON	your
_	PUNCT	_
parents	NOUN	parent
know	VERB	know
?	PUNCT	?
Have	AUX	have
n't	PART	not
you	PRON	you
written	VERB	write
to	ADP	to
them	PRON	they
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Not	PART	not
yet	ADV	yet
.	PUNCT	.
""""	PUNCT	""""
Beyond	ADP	beyond
the	DET	the
lamplight	NOUN	lamplight
,	PUNCT	,
the	DET	the
younger	ADJ	young
woman	NOUN	woman
's	PART	's
face	NOUN	face
showed	VERB	show
scarcely	ADV	scarcely
an	DET	an
emotion	NOUN	emotion
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
seemed	VERB	seem
so	ADV	so
useless	ADJ	useless
.	PUNCT	.
You	PRON	you
see	VERB	see
,	PUNCT	,
I	PRON	I
'm	AUX	be
not	PART	not
an	DET	an
only	NOUN	only
child	NOUN	child
.	PUNCT	.
There	PRON	there
'll	AUX	will
be	AUX	be
no	DET	no
forgiveness	NOUN	forgiveness
--	PUNCT	--
on	ADP	on
their	PRON	their
side	NOUN	side
.	PUNCT	.
Mollie	PROPN	Mollie
may	AUX	may
stand	VERB	stand
by	ADV	by
me	PRON	I
.	PUNCT	.
But	CCONJ	but
Eva	PROPN	Eva
wo	AUX	will
n't	PART	not
.	PUNCT	.
Mother	PROPN	Mother
and	CCONJ	and
Andrew	PROPN	Andrew
will	AUX	will
take	VERB	take
Eva	PROPN	Eva
's	PART	's
advice	NOUN	advice
.	PUNCT	.
They	PRON	they
only	ADV	only
cared	VERB	care
for	ADP	for
my	PRON	my
brothers	NOUN	brother
.	PUNCT	.
When	SCONJ	when
my	PRON	my
brothers	NOUN	brother
were	AUX	be
killed	VERB	kill
,	PUNCT	,
it	PRON	it
was	AUX	be
just	ADV	just
as	ADP	as
