file	NOUN	file
Mr.	PROPN	Mr.
Harrison	PROPN	Harrison
,	PUNCT	,
and	CCONJ	and
Tom	PROPN	Tom
Dillon	PROPN	Dillon
.	PUNCT	.
That	DET	that
made	VERB	make
Sol	PROPN	Sol
Blugg	PROPN	Blugg
and	CCONJ	and
his	PRON	his
crowd	NOUN	crowd
sore	ADJ	sore
,	PUNCT	,
and	CCONJ	and
they	PRON	they
often	ADV	often
tried	VERB	try
to	PART	to
do	AUX	do
Abe	PROPN	Abe
harm	NOUN	harm
.	PUNCT	.
Now	ADV	now
that	SCONJ	that
Abe	PROPN	Abe
queered	VERB	queer
that	DET	that
land	NOUN	land
swindle	NOUN	swindle
for	ADP	for
'em	PRON	them
I	PRON	I
suppose	VERB	suppose
they	PRON	they
are	AUX	be
more	ADV	more
sore	ADJ	sore
than	ADP	than
ever	ADV	ever
.	PUNCT	.
But	CCONJ	but
I	PRON	I
do	AUX	do
n't	PART	not
think	VERB	think
they	PRON	they
would	AUX	would
have	AUX	have
come	VERB	come
here	ADV	here
,	PUNCT	,
only	ADV	only
they	PRON	they
have	AUX	have
been	AUX	be
drinkin	VERB	drinkin
'	VERB	'
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
You	PRON	you
had	AUX	have
better	ADV	well
keep	VERB	keep
on	ADP	on
the	DET	the
lookout	NOUN	lookout
--	PUNCT	--
they	PRON	they
may	AUX	may
come	VERB	come
back	ADV	back
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Dave	PROPN	Dave
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
'll	AUX	will
keep	VERB	keep
on	ADP	on
guard	NOUN	guard
,	PUNCT	,
do	AUX	do
n't	PART	not
fear	VERB	fear
.	PUNCT	.
I	PRON	I
've	AUX	have
got	VERB	get
one	NUM	one
of	ADP	of
Abe	PROPN	Abe
's	PART	's
pistols	NOUN	pistol
in	ADP	in
the	DET	the
house	NOUN	house
,	PUNCT	,
and	CCONJ	and
a	DET	a
club	NOUN	club
,	PUNCT	,
too	ADV	too
.	PUNCT	.
And	CCONJ	and
I	PRON	I
'll	AUX	will
get	VERB	get
that	DET	that
neighbor	NOUN	neighbor
Abe	PROPN	Abe
spoke	VERB	speak
about	ADP	about
to	PART	to
stay	VERB	stay
with	ADP	with
me	PRON	I
,	PUNCT	,
""""	PUNCT	""""
returned	VERB	return
Mrs.	PROPN	Mrs.
Carmody	PROPN	Carmody
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
,	PUNCT	,
say	VERB	say
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
added	VERB	add
,	PUNCT	,
suddenly	ADV	suddenly
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
better	ADV	well
keep	VERB	keep
on	ADP	on
guard	NOUN	guard
,	PUNCT	,
too	ADV	too
.	PUNCT	.
'	PUNCT	'
Tain't	VERB	tain't
no	DET	no
nice	ADJ	nice
thing	NOUN	thing
to	PART	to
run	VERB	run
up	ADP	up
against	ADP	against
that	DET	that
bunch	NOUN	bunch
,	PUNCT	,
I	PRON	I
can	AUX	can
tell	VERB	tell
you	PRON	you
that	DET	that
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
we	PRON	we
'll	AUX	will
have	AUX	have
to	PART	to
be	AUX	be
on	ADP	on
the	DET	the
watch	NOUN	watch
from	ADP	from
the	DET	the
very	ADJ	very
moment	NOUN	moment
we	PRON	we
leave	VERB	leave
this	DET	this
house	NOUN	house
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Roger	PROPN	Roger
.	PUNCT	.
The	DET	the
boys	NOUN	boy
talked	VERB	talk
for	ADP	for
a	DET	a
few	ADJ	few
minutes	NOUN	minute
longer	ADV	long
with	ADP	with
the	DET	the
old	ADJ	old
lady	NOUN	lady
,	PUNCT	,
getting	VERB	get
what	PRON	what
information	NOUN	information
they	PRON	they
could	AUX	could
,	PUNCT	,
and	CCONJ	and
then	ADV	then
hurried	VERB	hurry
back	ADV	back
to	ADP	to
their	PRON	their
hotel	NOUN	hotel
.	PUNCT	.
On	ADP	on
the	DET	the
way	NOUN	way
they	PRON	they
kept	VERB	keep
a	DET	a
sharp	ADJ	sharp
lookout	NOUN	lookout
for	ADP	for
the	DET	the
leathery	ADJ	leathery
-	PUNCT	-
looking	ADJ	looking
man	NOUN	man
and	CCONJ	and
his	PRON	his
cronies	NOUN	crony
,	PUNCT	,
but	CCONJ	but
they	PRON	they
did	AUX	do
not	PART	not
show	VERB	show
themselves	PRON	themselves
.	PUNCT	.
It	PRON	it
was	AUX	be
an	DET	an
easy	ADJ	easy
matter	NOUN	matter
for	ADP	for
them	PRON	they
to	PART	to
find	VERB	find
old	ADJ	old
Mr.	PROPN	Mr.
Dillon	PROPN	Dillon
,	PUNCT	,
who	PRON	who
was	AUX	be
reading	VERB	read
a	DET	a
mining	ADJ	mining
journal	NOUN	journal
in	ADP	in
the	DET	the
smoking	NOUN	smoking
-	PUNCT	-
room	NOUN	room
.	PUNCT	.
He	PRON	he
listened	VERB	listen
with	ADP	with
much	ADJ	much
interest	NOUN	interest
to	ADP	to
what	PRON	what
they	PRON	they
had	AUX	have
to	PART	to
tell	VERB	tell
.	PUNCT	.
As	ADP	as
they	PRON	they
felt	VERB	feel
they	PRON	they
could	AUX	could
trust	VERB	trust
such	DET	such
a	DET	a
man	NOUN	man
,	PUNCT	,
they	PRON	they
withheld	VERB	withhold
nothing	PRON	nothing
from	ADP	from
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
certainly	ADV	certainly
is	AUX	be
some	DET	some
game	NOUN	game
--	PUNCT	--
this	DET	this
trying	VERB	try
to	PART	to
locate	VERB	locate
that	DET	that
lost	ADJ	lost
Landslide	PROPN	Landslide
Mine	PROPN	Mine
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
old	ADJ	old
miner	NOUN	miner
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
've	AUX	have
been	AUX	be
thinkin	VERB	thinkin
'	PUNCT	'
it	PRON	it
over	ADP	over
again	ADV	again
since	SCONJ	since
you	PRON	you
told	VERB	tell
me	PRON	I
about	ADP	about
it	PRON	it
,	PUNCT	,
and	CCONJ	and
it	PRON	it
interests	VERB	interest
me	PRON	I
mightily	ADV	mightily
.	PUNCT	.
So	ADV	so
you	PRON	you
want	VERB	want
somebody	PRON	somebody
to	PART	to
go	VERB	go
with	ADP	with
you	PRON	you
,	PUNCT	,
and	CCONJ	and
help	VERB	help
you	PRON	you
find	VERB	find
the	DET	the
right	ADJ	right
trail	NOUN	trail
,	PUNCT	,
and	CCONJ	and
find	VERB	find
Abe	PROPN	Abe
Blower	PROPN	Blower
?	PUNCT	?
Well	INTJ	well
,	PUNCT	,
if	SCONJ	if
you	PRON	you
do	AUX	do
n't	PART	not
think	VERB	think
I	PRON	I
'm	AUX	be
too	ADV	too
old	ADJ	old
,	PUNCT	,
I	PRON	I
'll	AUX	will
go	VERB	go
myself	PRON	myself
!	PUNCT	!
""""	PUNCT	""""
And	CCONJ	and
he	PRON	he
smiled	VERB	smile
broadly	ADV	broadly
at	ADP	at
the	DET	the
boys	NOUN	boy
.	PUNCT	.
CHAPTER	NOUN	chapter
XVI	NUM	xvi
ON	PROPN	ON
TO	ADP	to
BLACK	PROPN	BLACK
CAT	PROPN	CAT
CAMP	PROPN	CAMP
""""	PUNCT	""""
You	PRON	you
go	VERB	go
!	PUNCT	!
""""	PUNCT	""""
cried	VERB	cry
Dave	PROPN	Dave
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
thought	VERB	think
you	PRON	you
had	AUX	have
given	VERB	give
up	ADP	up
prospecting	NOUN	prospecting
,	PUNCT	,
""""	PUNCT	""""
exclaimed	VERB	exclaim
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
Not	PART	not
but	SCONJ	but
that	SCONJ	that
we	PRON	we
'd	AUX	would
be	AUX	be
glad	ADJ	glad
to	PART	to
have	AUX	have
you	PRON	you
along	ADV	along
,	PUNCT	,
""""	PUNCT	""""
put	VERB	put
in	ADP	in
Phil	PROPN	Phil
,	PUNCT	,
hastily	ADV	hastily
.	PUNCT	.
""""	PUNCT	""""
Well	INTJ	well
,	PUNCT	,
I	PRON	I
have	AUX	have
given	VERB	give
up	ADP	up
prospecting	NOUN	prospecting
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Mr.	PROPN	Mr.
Dillon	PROPN	Dillon
,	PUNCT	,
with	ADP	with
that	DET	that
broad	ADJ	broad
smile	NOUN	smile
still	ADV	still
on	ADP	on
his	PRON	his
face	NOUN	face
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
I	PRON	I
like	VERB	like
to	PART	to
go	VERB	go
out	ADV	out
once	ADV	once
in	ADP	in
a	DET	a
while	NOUN	while
,	PUNCT	,
just	ADV	just
for	ADP	for
the	DET	the
sake	NOUN	sake
of	ADP	of
old	ADJ	old
times	NOUN	time
.	PUNCT	.
Besides	SCONJ	besides
that	DET	that
,	PUNCT	,
I	PRON	I
was	AUX	be
interested	ADJ	interested
in	ADP	in
the	DET	the
Landslide	PROPN	Landslide
Mine	PROPN	Mine
myself	PRON	myself
in	ADP	in
a	DET	a
way	NOUN	way
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
How	SCONJ	how
so	ADV	so
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
the	DET	the
senator	NOUN	senator
's	PART	's
son	NOUN	son
.	PUNCT	.
""""	PUNCT	""""
Well	INTJ	well
,	PUNCT	,
when	SCONJ	when
Maurice	PROPN	Maurice
Harrison	PROPN	Harrison
staked	VERB	stake
the	DET	the
claim	NOUN	claim
I	PRON	I
came	VERB	come
along	ADV	along
and	CCONJ	and
staked	VERB	stake
a	DET	a
claim	NOUN	claim
a	DET	a
bit	NOUN	bit
further	ADV	far
up	ADP	up
the	DET	the
trail	NOUN	trail
.	PUNCT	.
It	PRON	it
was	AUX	be
n't	PART	not
near	ADV	near
so	ADV	so
good	ADJ	good
a	DET	a
prospect	NOUN	prospect
as	ADP	as
was	AUX	be
the	DET	the
Landslide	PROPN	Landslide
,	PUNCT	,
but	CCONJ	but
it	PRON	it
was	AUX	be
pretty	ADV	pretty
fair	ADJ	fair
,	PUNCT	,
and	CCONJ	and
I	PRON	I
was	AUX	be
sorry	ADJ	sorry
to	PART	to
see	VERB	see
that	DET	that
landslide	PROPN	landslide
come	VERB	come
along	ADV	along
an	CCONJ	an
'	PUNCT	'
knock	VERB	knock
us	PRON	we
all	DET	all
out	ADP	out
.	PUNCT	.
So	ADV	so
,	PUNCT	,
if	SCONJ	if
we	PRON	we
find	VERB	find
the	DET	the
lost	ADJ	lost
Landslide	PROPN	Landslide
Mine	PROPN	Mine
maybe	ADV	maybe
we	PRON	we
'll	AUX	will
locate	VERB	locate
my	PRON	my
mine	NOUN	mine
,	PUNCT	,
too	ADV	too
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Come	VERB	come
by	ADP	by
all	DET	all
means	NOUN	mean
,	PUNCT	,
and	CCONJ	and
welcome	VERB	welcome
,	PUNCT	,
Mr.	PROPN	Mr.
Dillon	PROPN	Dillon
!	PUNCT	!
""""	PUNCT	""""
cried	VERB	cry
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
If	SCONJ	if
you	PRON	you
had	AUX	have
that	DET	that
mine	NOUN	mine
you	PRON	you
speak	VERB	speak
about	ADP	about
you	PRON	you
must	AUX	must
know	VERB	know
as	ADV	as
much	ADJ	much
about	ADP	about
that	DET	that
district	NOUN	district
as	ADP	as
Abe	PROPN	Abe
Blower	PROPN	Blower
--	PUNCT	--
maybe	ADV	maybe
more	ADJ	more
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
think	VERB	think
I	PRON	I
know	VERB	know
as	ADV	as
much	ADJ	much
,	PUNCT	,
but	CCONJ	but
not	PART	not
any	DET	any
more	ADJ	more
,	PUNCT	,
lads	NOUN	lad
.	PUNCT	.
Abe	PROPN	Abe
is	AUX	be
a	DET	a
good	ADJ	good
prospector	NOUN	prospector
,	PUNCT	,
and	CCONJ	and
he	PRON	he
knows	VERB	know
Montana	PROPN	Montana
from	ADP	from
end	NOUN	end
to	ADP	to
end	NOUN	end
,	PUNCT	,
an	CCONJ	an
'	PUNCT	'
Idaho	PROPN	Idaho
,	PUNCT	,
too	ADV	too
,	PUNCT	,
as	ADV	as
well	ADV	well
as	ADP	as
other	ADJ	other
gold	ADJ	gold
fields	NOUN	field
.	PUNCT	.
He	PRON	he
has	AUX	have
made	VERB	make
money	NOUN	money
,	PUNCT	,
too	ADV	too
,	PUNCT	,
but	CCONJ	but
he	PRON	he
allers	X	allers
spent	VERB	spend
the	DET	the
cash	NOUN	cash
lookin	VERB	lookin
'	PUNCT	'
fer	ADP	fer
bigger	ADJ	big
things	NOUN	thing
,	PUNCT	,
while	SCONJ	while
I	PRON	I
salted	VERB	salt
a	DET	a
good	ADJ	good
bit	NOUN	bit
o	ADP	o
'	X	'
mine	ADJ	mine
away	NOUN	away
!	PUNCT	!
""""	PUNCT	""""
And	CCONJ	and
Tom	PROPN	Tom
Dillon	PROPN	Dillon
chuckled	VERB	chuckle
broadly	ADV	broadly
.	PUNCT	.
The	DET	the
matter	NOUN	matter
was	AUX	be
talked	VERB	talk
over	ADP	over
for	ADP	for
the	DET	the
best	ADJ	good
part	NOUN	part
of	ADP	of
an	DET	an
hour	NOUN	hour
,	PUNCT	,
and	CCONJ	and
it	PRON	it
was	AUX	be
decided	VERB	decide
to	PART	to
begin	VERB	begin
the	DET	the
hunt	NOUN	hunt
for	ADP	for
the	DET	the
Landslide	PROPN	Landslide
Mine	PROPN	Mine
on	ADP	on
the	DET	the
following	ADJ	following
morning	NOUN	morning
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
ai	VERB	be
n't	PART	not
no	DET	no
ust	NOUN	ust
bein	VERB	bein
'	VERB	'
in	ADP	in
too	ADV	too
much	ADJ	much
o	ADP	o
'	X	'
a	DET	a
hurry	NOUN	hurry
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Mr.	PROPN	Mr.
Dillon	PROPN	Dillon
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
mine	NOUN	mine
ai	VERB	be
n't	PART	not
goin'	VERB	go
to	PART	to
walk	VERB	walk
away	ADV	away
,	PUNCT	,
and	CCONJ	and
Abe	PROPN	Abe
Blower	PROPN	Blower
an	CCONJ	an
'	CCONJ	'
those	DET	those
with	ADP	with
him	PRON	he
ai	VERB	be
n't	PART	not
goin'	VERB	go
to	PART	to
find	VERB	find
it	PRON	it
right	ADV	right
plumb	ADV	plumb
to	PART	to
onct	X	onct
,	PUNCT	,
believe	VERB	believe
me	PRON	I
!	PUNCT	!
I	PRON	I
guess	VERB	guess
the	DET	the
only	ADJ	only
reason	NOUN	reason
those	DET	those
others	NOUN	other
hurried	VERB	hurry
so	ADV	so
was	AUX	be
because	SCONJ	because
they	PRON	they
feared	VERB	fear
you	PRON	you
would	AUX	would
come	VERB	come
along	ADV	along
and	CCONJ	and
queer	VERB	queer
their	PRON	their
game	NOUN	game
with	ADP	with
Abe	PROPN	Abe
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
think	VERB	think
that	DET	that
myself	PRON	myself
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
Abe	PROPN	Abe
had	AUX	have
a	DET	a
prospectin	NOUN	prospectin
'	PUNCT	'
outfit	NOUN	outfit
all	ADV	all
ready	ADJ	ready
--	PUNCT	--
he	PRON	he
allers	NOUN	aller
has	AUX	have
--	PUNCT	--
up	ADP	up
to	ADP	to
Black	PROPN	Black
Cat	PROPN	Cat
Camp	PROPN	Camp
.	PUNCT	.
That	DET	that
's	AUX	be
the	DET	the
startin'-point	NOUN	startin'-point
for	ADP	for
the	DET	the
Rodman	PROPN	Rodman
trail	NOUN	trail
,	PUNCT	,
on	ADP	on
which	DET	which
the	DET	the
Landslide	PROPN	Landslide
Mine	PROPN	Mine
an	CCONJ	an
'	PUNCT	'
my	PRON	my
mine	NOUN	mine
was	AUX	be
located	VERB	locate
.	PUNCT	.
Now	ADV	now
we	PRON	we
have	AUX	have
n't	PART	not
any	DET	any
outfit	NOUN	outfit
,	PUNCT	,
so	ADV	so
we	PRON	we
'll	AUX	will
have	AUX	have
to	PART	to
git	VERB	git
one	NOUN	one
right	ADV	right
here	ADV	here
in	ADP	in
Butte	PROPN	Butte
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
We	PRON	we
'll	AUX	will
get	VERB	get
whatever	DET	whatever
you	PRON	you
say	VERB	say
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
Of	ADV	of
course	ADV	course
,	PUNCT	,
I	PRON	I
do	AUX	do
n't	PART	not
want	VERB	want
to	PART	to
make	VERB	make
this	DET	this
too	ADV	too
expensive	ADJ	expensive
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
added	VERB	add
,	PUNCT	,
thinking	VERB	think
of	ADP	of
something	PRON	something
his	PRON	his
father	NOUN	father
had	AUX	have
told	VERB	tell
him	PRON	he
--	PUNCT	--
that	SCONJ	that
just	ADV	just
at	ADP	at
present	ADJ	present
finances	NOUN	finance
in	ADP	in
the	DET	the
Morr	PROPN	Morr
family	NOUN	family
were	AUX	be
not	PART	not
at	ADP	at
their	PRON	their
best	ADJ	good
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
can	AUX	can
hire	VERB	hire
hosses	NOUN	hosse
--	PUNCT	--
I	PRON	I
know	VERB	know
where	SCONJ	where
to	PART	to
git	VERB	git
just	ADV	just
the	DET	the
right	ADJ	right
animals	NOUN	animal
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Tom	PROPN	Tom
Dillon	PROPN	Dillon
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
we	PRON	we
wo	AUX	will
n't	PART	not
pay	VERB	pay
no	DET	no
fortune	NOUN	fortune
for	ADP	for
'em	PRON	them
either	ADV	either
.	PUNCT	.
And	CCONJ	and
then	ADV	then
you	PRON	you
'll	AUX	will
want	VERB	want
some	DET	some
different	ADJ	different
clothes	NOUN	clothe
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
he	PRON	he
looked	VERB	look
critically	ADV	critically
at	ADP	at
the	DET	the
well	ADV	well
-	PUNCT	-
dressed	VERB	dress
youths	NOUN	youth
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
we	PRON	we
know	VERB	know
that	DET	that
--	PUNCT	--
we	PRON	we
have	AUX	have
roughed	VERB	rough
it	PRON	it
before	ADV	before
,	PUNCT	,
""""	PUNCT	""""
returned	VERB	return
Dave	PROPN	Dave
.	PUNCT	.
And	CCONJ	and
he	PRON	he
mentioned	VERB	mention
their	PRON	their
trip	NOUN	trip
to	ADP	to
Star	PROPN	Star
Ranch	PROPN	Ranch
,	PUNCT	,
to	ADP	to
Cave	PROPN	Cave
Island	PROPN	Island
,	PUNCT	,
and	CCONJ	and
to	ADP	to
the	DET	the
South	PROPN	South
Sea	PROPN	Sea
Islands	PROPN	Islands
,	PUNCT	,
Norway	PROPN	Norway
,	PUNCT	,
and	CCONJ	and
other	ADJ	other
out	ADV	out
-	PUNCT	-
of	ADP	of
-	PUNCT	-
the	DET	the
-	PUNCT	-
way	NOUN	way
places	NOUN	place
.	PUNCT	.
""""	PUNCT	""""
Well	INTJ	well
,	PUNCT	,
you	PRON	you
sure	ADV	sure
have	AUX	have
traveled	VERB	travel
some	DET	some
!	PUNCT	!
""""	PUNCT	""""
exclaimed	VERB	exclaim
Tom	PROPN	Tom
Dillon	PROPN	Dillon
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
'll	AUX	will
do	AUX	do
for	ADP	for
this	DET	this
trip	NOUN	trip
.	PUNCT	.
I	PRON	I
'm	AUX	be
glad	ADJ	glad
you	PRON	you
know	VERB	know
how	SCONJ	how
to	PART	to
rough	VERB	rough
it	PRON	it
.	PUNCT	.
I	PRON	I
onct	X	onct
had	AUX	have
a	DET	a
bunch	NOUN	bunch
of	ADP	of
tenderfeet	NOUN	tenderfoot
along	ADV	along
--	PUNCT	--
young	ADJ	young
fellers	NOUN	feller
from	ADP	from
the	DET	the
East	PROPN	East
,	PUNCT	,
who	PRON	who
had	AUX	have
never	ADV	never
roughed	VERB	rough
it	PRON	it
before	ADV	before
--	PUNCT	--
and	CCONJ	and
,	PUNCT	,
believe	VERB	believe
me	PRON	I
,	PUNCT	,
what	PRON	what
those	DET	those
chaps	NOUN	chap
did	AUX	do
n't	PART	not
know	VERB	know
would	AUX	would
fill	VERB	fill
a	DET	a
boomer	NOUN	boomer
's	PART	's
wagon	NOUN	wagon
twict	NOUN	twict
over	ADP	over
.	PUNCT	.
Why	SCONJ	why
,	PUNCT	,
they	PRON	they
could	AUX	could
n't	PART	not
wash	VERB	wash
less'n	ADV	less'n
they	PRON	they
had	AUX	have
a	DET	a
basin	NOUN	basin
to	PART	to
do	AUX	do
it	PRON	it
in	ADP	in
an	CCONJ	an
'	PUNCT	'
a	DET	a
towel	NOUN	towel
to	PART	to
dry	VERB	dry
on	ADP	on
,	PUNCT	,
an	CCONJ	an
'	PUNCT	'
it	PRON	it
mixed	VERB	mix
'em	PRON	them
all	DET	all
up	ADP	up
to	PART	to
try	VERB	try
to	PART	to
sleep	VERB	sleep
on	ADP	on
the	DET	the
ground	NOUN	ground
rolled	VERB	roll
in	ADP	in
a	DET	a
blanket	NOUN	blanket
.	PUNCT	.
An	CCONJ	an
'	PUNCT	'
when	SCONJ	when
it	PRON	it
come	VERB	come
to	ADP	to
grub	VERB	grub
,	PUNCT	,
well	INTJ	well
,	PUNCT	,
they	PRON	they
was	AUX	be
a	INTJ	a
-	PUNCT	-
lookin	VERB	lookin
'	PUNCT	'
for	ADP	for
napkins	NOUN	napkin
an	CCONJ	an
'	PUNCT	'
bread	NOUN	bread
-	PUNCT	-
an'-butter	NOUN	an'-butter
plates	NOUN	plate
,	PUNCT	,
an	DET	an
'	X	'
finger	NOUN	finger
bowls	NOUN	bowl
,	PUNCT	,
an	CCONJ	an
'	PUNCT	'
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
what	PRON	what
all	DET	all
!	PUNCT	!
It	PRON	it
jest	ADV	jest
made	VERB	make
me	PRON	I
plumb	ADJ	plumb
tired	ADJ	tired
,	PUNCT	,
it	PRON	it
sure	ADV	sure
did	AUX	do
!	PUNCT	!
""""	PUNCT	""""
And	CCONJ	and
the	DET	the
old	ADJ	old
miner	NOUN	miner
sighed	VERB	sigh
deeply	ADV	deeply
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
wo	AUX	will
n't	PART	not
give	VERB	give
you	PRON	you
any	DET	any
trouble	NOUN	trouble
that	DET	that
way	NOUN	way
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Dave	PROPN	Dave
,	PUNCT	,
with	ADP	with
a	DET	a
grin	NOUN	grin
.	PUNCT	.
""""	PUNCT	""""
Regular	ADJ	regular
camp	NOUN	camp
food	NOUN	food
is	AUX	be
good	ADJ	good
enough	ADV	enough
for	ADP	for
us	PRON	we
,	PUNCT	,
and	CCONJ	and
I	PRON	I
can	AUX	can
sleep	VERB	sleep
almost	ADV	almost
anywhere	ADV	anywhere
if	SCONJ	if
I	PRON	I
am	AUX	be
tired	ADJ	tired
enough	ADV	enough
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
And	CCONJ	and
you	PRON	you
ca	AUX	can
n't	PART	not
beat	VERB	beat
Dave	PROPN	Dave
riding	VERB	ride
,	PUNCT	,
""""	PUNCT	""""
broke	VERB	break
in	ADP	in
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
When	SCONJ	when
he	PRON	he
was	AUX	be
at	ADP	at
Star	PROPN	Star
Ranch	PROPN	Ranch
he	PRON	he
busted	VERB	bust
the	DET	the
wildest	ADJ	wild
bronco	NOUN	bronco
you	PRON	you
ever	ADV	ever
saw	VERB	see
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Is	AUX	be
that	DET	that
so	ADV	so
!	PUNCT	!
Well	INTJ	well
,	PUNCT	,
I	PRON	I
do	AUX	do
n't	PART	not
like	VERB	like
no	DET	no
wild	ADJ	wild
broncos	NOUN	bronco
.	PUNCT	.
I	PRON	I
like	VERB	like
a	DET	a
good	ADJ	good
,	PUNCT	,
steady	ADJ	steady
hoss	NOUN	hoss
,	PUNCT	,
one	NUM	one
as	ADP	as
can	AUX	can
climb	VERB	climb
the	DET	the
mountain	NOUN	mountain
trails	NOUN	trail
and	CCONJ	and
is	AUX	be
sure	ADJ	sure
-	PUNCT	-
footed	ADJ	footed
on	ADP	on
the	DET	the
edge	NOUN	edge
o	ADP	o
'	CCONJ	'
a	DET	a
cliff	NOUN	cliff
.	PUNCT	.
That	DET	that
's	AUX	be
the	DET	the
kind	NOUN	kind
we	PRON	we
'll	AUX	will
git	VERB	git
,	PUNCT	,
""""	PUNCT	""""
concluded	VERB	conclude
Tom	PROPN	Tom
Dillon	PROPN	Dillon
.	PUNCT	.
The	DET	the
remainder	NOUN	remainder
of	ADP	of
the	DET	the
day	NOUN	day
proved	VERB	prove
a	DET	a
busy	ADJ	busy
one	NOUN	one
.	PUNCT	.
The	DET	the
boys	NOUN	boy
went	VERB	go
out	ADV	out
with	ADP	with
the	DET	the
old	ADJ	old
miner	NOUN	miner
to	PART	to
secure	VERB	secure
the	DET	the
horses	NOUN	horse
and	CCONJ	and
such	DET	such
an	DET	an
outfit	NOUN	outfit
as	ADP	as
he	PRON	he
deemed	VERB	deem
necessary	ADJ	necessary
.	PUNCT	.
Then	ADV	then
they	PRON	they
spent	VERB	spend
part	NOUN	part
of	ADP	of
the	DET	the
evening	NOUN	evening
in	ADP	in
writing	VERB	write
letters	NOUN	letter
to	ADP	to
the	DET	the
folks	NOUN	folk
in	ADP	in
Yellowstone	PROPN	Yellowstone
Park	PROPN	Park
and	CCONJ	and
at	ADP	at
home	NOUN	home
.	PUNCT	.
Only	ADV	only
one	NUM	one
letter	NOUN	letter
came	VERB	come
in	ADP	in
for	ADP	for
them	PRON	they
--	PUNCT	--
one	NUM	one
from	ADP	from
Senator	PROPN	Senator
Morr	PROPN	Morr
to	ADP	to
his	PRON	his
son	NOUN	son
--	PUNCT	--
and	CCONJ	and
this	DET	this
made	VERB	make
Roger	PROPN	Roger
look	VERB	look
very	ADV	very
sober	ADJ	sober
.	PUNCT	.
""""	PUNCT	""""
No	DET	no
bad	ADJ	bad
news	NOUN	news
,	PUNCT	,
I	PRON	I
hope	VERB	hope
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Dave	PROPN	Dave
,	PUNCT	,
kindly	ADV	kindly
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
's	AUX	be
about	ADP	about
dad	NOUN	dad
's	PART	's
private	ADJ	private
affairs	NOUN	affair
,	PUNCT	,
""""	PUNCT	""""
was	AUX	be
the	DET	the
reply	NOUN	reply
.	PUNCT	.
""""	PUNCT	""""
Things	NOUN	thing
have	AUX	have
taken	VERB	take
something	PRON	something
of	ADP	of
a	DET	a
turn	NOUN	turn
for	ADP	for
the	DET	the
worse	ADJ	bad
financially	ADV	financially
.	PUNCT	.
""""	PUNCT	""""
Roger	PROPN	Roger
gave	VERB	give
a	DET	a
sigh	NOUN	sigh
.	PUNCT	.
""""	PUNCT	""""
